Simulatation Second,congestion window
RxDrop at24.0501
RxDrop at24.1428
RxDrop at24.156
RxDrop at24.1573
RxDrop at24.4476
RxDrop at24.4507
RxDrop at24.9434
RxDrop at24.9823
RxDrop at25.4129
RxDrop at25.7145
RxDrop at25.9681
RxDrop at26.076
RxDrop at26.1363
RxDrop at26.4626
RxDrop at26.7557
RxDrop at26.7816
RxDrop at26.8809
RxDrop at26.9251
RxDrop at27.0937
RxDrop at27.7298
RxDrop at27.9313
RxDrop at28.0615
RxDrop at28.0659
RxDrop at28.1119
RxDrop at28.3273
RxDrop at28.9492
RxDrop at28.9723
RxDrop at29.6351
RxDrop at29.83
RxDrop at29.8423
RxDrop at29.9542
RxDrop at29.9882
RxDrop at30.0341
RxDrop at30.1779
RxDrop at30.1889
RxDrop at30.2276
RxDrop at30.2545
RxDrop at30.3042
RxDrop at30.3776
RxDrop at30.5017
RxDrop at30.7664
RxDrop at30.8722
RxDrop at30.8732
RxDrop at30.937
RxDrop at30.9426
RxDrop at31.0882
RxDrop at31.0995
RxDrop at31.1363
RxDrop at31.3792
RxDrop at31.6451
RxDrop at31.6973
RxDrop at32.2177
RxDrop at32.4913
RxDrop at32.6501
RxDrop at32.7479
RxDrop at32.7675
RxDrop at32.8008
RxDrop at32.8107
RxDrop at32.8372
RxDrop at32.8729
RxDrop at32.8842
RxDrop at32.9465
RxDrop at33.0179
RxDrop at33.0214
RxDrop at33.1121
RxDrop at33.1612
RxDrop at33.1807
RxDrop at33.19
RxDrop at33.1921
RxDrop at33.195
RxDrop at33.2362
RxDrop at33.2467
RxDrop at33.2748
RxDrop at33.2956
RxDrop at33.3244
RxDrop at33.3792
RxDrop at33.4138
RxDrop at33.4535
RxDrop at33.6234
RxDrop at33.6459
RxDrop at33.6765
RxDrop at33.8749
RxDrop at34.0566
RxDrop at34.3595
RxDrop at34.5032
RxDrop at35.0595
RxDrop at35.1034
RxDrop at35.1802
RxDrop at35.199
RxDrop at35.2876
RxDrop at35.2878
RxDrop at35.5394
RxDrop at35.8328
RxDrop at36.424
RxDrop at36.4782
RxDrop at36.4789
RxDrop at36.5787
RxDrop at36.6522
RxDrop at36.6845
RxDrop at36.7844
RxDrop at36.8416
RxDrop at36.9238
RxDrop at37.2882
RxDrop at37.4753
RxDrop at37.5388
RxDrop at37.6482
RxDrop at37.87
RxDrop at37.8725
RxDrop at38.1375
RxDrop at38.2055
RxDrop at38.2349
RxDrop at38.4823
RxDrop at38.5003
RxDrop at38.5328
RxDrop at38.5652
RxDrop at38.6575
RxDrop at38.9537
RxDrop at39.0038
RxDrop at39.2312
RxDrop at39.3881
RxDrop at39.4231
RxDrop at39.4739
RxDrop at39.8925
RxDrop at39.9069
RxDrop at40.1402
RxDrop at40.1468
RxDrop at40.5737
RxDrop at40.685
RxDrop at40.7803
RxDrop at40.9852
RxDrop at41.0162
RxDrop at41.0925
RxDrop at41.2048
RxDrop at41.2049
RxDrop at41.2587
RxDrop at41.2737
RxDrop at41.2972
RxDrop at41.8387
RxDrop at41.9731
RxDrop at42.0132
RxDrop at42.0799
RxDrop at42.0962
RxDrop at42.2692
RxDrop at42.3484
RxDrop at42.3658
RxDrop at42.5441
RxDrop at43.277
RxDrop at43.307
RxDrop at43.337
RxDrop at43.3881
RxDrop at43.6296
RxDrop at43.6581
RxDrop at43.6637
RxDrop at44.0082
RxDrop at44.3345
RxDrop at44.403
RxDrop at44.4709
RxDrop at44.6898
RxDrop at45.1562
RxDrop at45.2195
RxDrop at45.2482
RxDrop at45.2595
RxDrop at45.2801
RxDrop at45.3545
RxDrop at45.368
RxDrop at45.3933
RxDrop at45.6237
RxDrop at45.6386
RxDrop at45.7911
RxDrop at45.9351
RxDrop at45.9792
RxDrop at46.0343
RxDrop at46.2801
RxDrop at46.3401
RxDrop at46.3971
RxDrop at46.603
RxDrop at47.0098
RxDrop at47.0843
RxDrop at47.2855
RxDrop at47.3299
RxDrop at47.488
RxDrop at47.6343
RxDrop at47.7077
RxDrop at47.8127
RxDrop at48.1699
RxDrop at48.4558
RxDrop at48.4926
RxDrop at48.6317
RxDrop at48.7762
RxDrop at48.9236
